Type	Name	DRINK_ID	Premium	Description	Bar	Unique
Cocktail	Tropic Rye	8PxGAPVNaZ	FALSE	Jack Daniel’s Rye whiskey, passion fruit and guava syrups, pineapple juice, lemon and lime juice	Schooner Bar	FALSE
Cocktail	Tropic Rye	8PxGAPVNaZ	FALSE	Jack Daniel’s Rye whiskey, passion fruit and guava syrups, pineapple juice, lemon and lime juice	Schooner Bar	FALSE
Zero Proof	Tropical Crush	V0zkndWdAY	FALSE	Pineapple juice, mango and Red Bull Yellow Edition	Aquadome Market Bar	FALSE
Zero Proof	Tropical Crush	V0zkndWdAY	FALSE	Pineapple juice, mango and Red Bull Yellow Edition	Dueling Pianos	FALSE
Zero Proof	Tropical Crush	V0zkndWdAY	FALSE	Pineapple juice, mango and Red Bull Yellow Edition	Playmakers Sports Bar	FALSE
Zero Proof	Tropical Crush	V0zkndWdAY	FALSE	Pineapple juice, mango and Red Bull Yellow Edition	Spotlight Karaoke	FALSE
Zero Proof	Tropical Crush	V0zkndWdAY	FALSE	Pineapple juice, mango and Red Bull Yellow Edition	The Overlook Bar	FALSE
Zero Proof	Tropical Crush	V0zkndWdAY	FALSE	Pineapple juice, mango and Red Bull Yellow Edition	Trellis Bar	FALSE
Cocktail	Tropical Sidecar	5RBxAr9cnt	FALSE	Hennessy VS cognac, Grand Marnier, passion fruit syrup and lemon juice with half sugar rim	Schooner Bar	FALSE
Cocktail	Tropical Sidecar	5RBxAr9cnt	FALSE	Hennessy VS cognac, Grand Marnier, passion fruit syrup and lemon juice with half sugar rim	Schooner Bar	FALSE
Seltzer	Truly Hard Seltzer	wLyGx0yBTA	FALSE	Wild berry, pineapple or strawberry lemonade spiked seltzer 4.5% ABV	Aquadome Market Bar	FALSE
Seltzer	Truly Hard Seltzer	wLyGx0yBTA	FALSE	Wild berry, pineapple or strawberry lemonade spiked seltzer 4.5% ABV	Boleros	FALSE
Seltzer	Truly Hard Seltzer	wLyGx0yBTA	FALSE	Wild berry, pineapple or strawberry lemonade spiked seltzer 4.5% ABV	Cantina Fresca	FALSE
Seltzer	Truly Hard Seltzer	wLyGx0yBTA	FALSE	Wild berry, pineapple or strawberry lemonade spiked seltzer 4.5% ABV	Dueling Pianos	FALSE
Seltzer	Truly Hard Seltzer	wLyGx0yBTA	FALSE	Wild berry, pineapple or strawberry lemonade spiked seltzer 4.5% ABV	Music Hall	FALSE
Seltzer	Truly Hard Seltzer	wLyGx0yBTA	FALSE	Wild berry, pineapple or strawberry lemonade spiked seltzer 4.5% ABV	Playmakers Sports Bar	FALSE
Seltzer	Truly Hard Seltzer	wLyGx0yBTA	FALSE	Wild berry, pineapple or strawberry lemonade spiked seltzer 4.5% ABV	Schooner Bar	FALSE
Seltzer	Truly Hard Seltzer	wLyGx0yBTA	FALSE	Wild berry, pineapple or strawberry lemonade spiked seltzer 4.5% ABV	The Lime and Coconut Bars	FALSE
Seltzer	Truly Hard Seltzer	wLyGx0yBTA	FALSE	Wild berry, pineapple or strawberry lemonade spiked seltzer 4.5% ABV	The Overlook Bar	FALSE
Seltzer	Truly Hard Seltzer	wLyGx0yBTA	FALSE	Wild berry, pineapple or strawberry lemonade spiked seltzer 4.5% ABV	Trellis Bar	FALSE
Seltzer	Twisted Tea Hard Iced Tea	AaATnj9ZTb	FALSE	Hard iced tea 5% ABV	1400 Lobby Bar	FALSE
Seltzer	Twisted Tea Hard Iced Tea	AaATnj9ZTb	FALSE	Hard iced tea 5% ABV	Playmakers Sports Bar	FALSE
Bottles	Veuve Clicquot	eT6y2WWH0J	TRUE	Champagne	The Hideaway Bar	TRUE
Cocktail	Viking’s Crown	rbDGwp3dAl	FALSE	Pisco, lemon and pineapple juices and pineapple gum syrup	1400 Lobby Bar	TRUE
Sparkling Wine	Vilarnau Cava	EWuIK0nbCV	FALSE	Cava	Bubbles	TRUE
White Wine	Vint by Robert Mondavi, Chardonnay	akPOWaZvAT	FALSE	California, USA	Dueling Pianos	TRUE
Red Wine	Vint by Robert Mondavi, Merlot	BiIViWWcM3	FALSE	California, USA	1400 Lobby Bar	FALSE
Red Wine	Vint by Robert Mondavi, Merlot	BiIViWWcM3	FALSE	California, USA	Dueling Pianos	FALSE
White Wine	Vint by Robert Mondavi, Sauvignon Blanc	LF6ItDuFuC	FALSE	California, USA	Dueling Pianos	TRUE
Beer	Voodoo Ranger Juicy Haze IPA	2hNjnjD8yU	FALSE	—	1400 Lobby Bar	TRUE
Cocktail	Watermelon ‘Rita’	vPaa6MFilx	FALSE	Patrón Silver tequila, triple sec, watermelon syrup and margarita mix	The Lime and Coconut Bars	TRUE
Soft Mixer	Watermelon Agua Fresca	KrQAnngYoK	FALSE	—	Cantina Fresca	TRUE
Zero Proof	Watermelon Fizz Lemonade	9MnYr1AeOb	FALSE	Watermelon juice, Sprite and house-made lemonade	The Lemon Post Bar	TRUE
Cocktail	Watermelon Margarita	lcchjElREi	FALSE	Patrón Silver tequila, triple sec, margarita mix and watermelon syrup	Cantina Fresca	TRUE
Zero Proof	Watermelon Mint Lemonade	rKfUQAnJuN	FALSE	Lemonade, watermelon syrup and mint	Aquadome Market Bar	FALSE
Zero Proof	Watermelon Mint Lemonade	rKfUQAnJuN	FALSE	Lemonade, watermelon syrup and mint	Dueling Pianos	FALSE
Zero Proof	Watermelon Mint Lemonade	rKfUQAnJuN	FALSE	Lemonade, watermelon syrup and mint	Spotlight Karaoke	FALSE
Zero Proof	Watermelon Mint Lemonade	rKfUQAnJuN	FALSE	Lemonade, watermelon syrup and mint	The Overlook Bar	FALSE
Zero Proof	Watermelon Mint Lemonade	rKfUQAnJuN	FALSE	Lemonade, watermelon syrup and mint	Trellis Bar	FALSE
Seltzer	White Claw Hard Seltzer	NvA0araRpY	FALSE	Mango	1400 Lobby Bar	FALSE
Seltzer	White Claw Hard Seltzer	NvA0araRpY	FALSE	Mango	Aquadome Market Bar	FALSE
Seltzer	White Claw Hard Seltzer	NvA0araRpY	FALSE	Mango	Schooner Bar	FALSE
Seltzer	White Claw Hard Seltzer	NvA0araRpY	FALSE	Mango	The Overlook Bar	FALSE
Seltzer	White Claw Hard Seltzer	NvA0araRpY	FALSE	Mango	Trellis Bar	FALSE
Cocktail	White Orchid	tPtW4SK5vd	FALSE	Vodka, coconut water, lemon juice, lychee purée and prosecco	The Hideaway Bar	TRUE
Cocktail	White Port & Tonic	k7ZgnBaZDE	FALSE	White port, St-Germain elderflower liqueur, lemon juice and tonic	Point and Feather Pub	FALSE
Cocktail	White Port & Tonic	k7ZgnBaZDE	FALSE	White port, St-Germain elderflower liqueur, lemon juice and tonic	Swim n Tonic	FALSE
White Wine	White Zinfandel	U13DWjM1P4	FALSE	Beringer, California, USA	Cantina Fresca	FALSE
White Wine	White Zinfandel	U13DWjM1P4	FALSE	Beringer, California, USA	The Lime and Coconut Bars	FALSE
Cocktail	Wild Boys	f1x1ZwwICV	FALSE	Spiced rum, tequila blanco and lime juice topped with Coca-Cola	Dueling Pianos	FALSE
Cocktail	Wild Boys	f1x1ZwwICV	FALSE	Spiced rum, tequila blanco and lime juice topped with Coca-Cola	Music Hall	FALSE
Cocktail	Wild Boys	f1x1ZwwICV	FALSE	Spiced rum, tequila blanco and lime juice topped with Coca-Cola	Spotlight Karaoke	FALSE
Tequila & Mezcal	Zignum Silver	KjhlllcAKt	FALSE	—	Aquadome Market Bar	FALSE
Tequila & Mezcal	Zignum Silver	KjhlllcAKt	FALSE	—	The Overlook Bar	FALSE
Tequila & Mezcal	Zignum Silver	KjhlllcAKt	FALSE	—	Trellis Bar	FALSE
